OrderID,CustomerID,OrderDate,ShipDate,ProductID,Quantity,Sales,Discount,ShippingCost,Region,Profit,ShippingMethod,PaymentType,OrderMonth,OrderYear,CustomerName,Segment,Country,ProductName,Category,SubCategory,ReturnStatus
ORD-00771,CUST-011,2023-10-24,2023-10-27,PROD-021,2,826.52,0.11,28.16,West,718.6096127506753,Same Day,UPI,10,2023,Customer 11,Home Office,UK,Product 21,Furniture,Binders,Not Returned
ORD-00772,CUST-014,2023-03-09,2023-03-11,PROD-015,3,934.06,0.33,9.48,West,618.6611463792852,Same Day,Debit Card,3,2023,Customer 14,Home Office,USA,Product 15,Furniture,Binders,Not Returned
ORD-00773,CUST-060,2023-01-09,2023-01-12,PROD-033,8,553.37,0.32,5.72,Central,375.56043194768205,Second Class,Debit Card,1,2023,Customer 60,Home Office,India,Product 33,Technology,Binders,Not Returned
ORD-00774,CUST-030,2023-08-26,2023-08-28,PROD-035,8,216.28,0.3,48.37,East,99.60451348872759,Standard Class,UPI,8,2023,Customer 30,Home Office,India,Product 35,Furniture,Binders,Not Returned
ORD-00775,CUST-035,2023-02-01,2023-02-04,PROD-026,7,624.45,0.01,21.96,Central,598.196269254226,Same Day,UPI,2,2023,Customer 35,Home Office,Canada,Product 26,Technology,Storage,Not Returned
ORD-00776,CUST-085,2023-07-12,2023-07-14,PROD-008,6,748.02,0.36,32.14,West,451.9675870460643,First Class,UPI,7,2023,Customer 85,Consumer,UK,Product 8,Technology,Storage,Not Returned
ORD-00777,CUST-037,2023-10-22,2023-10-25,PROD-036,9,743.16,0.16,8.59,Central,609.8798027112366,Same Day,UPI,10,2023,Customer 37,Home Office,USA,Product 36,Technology,Chairs,Returned
ORD-00778,CUST-005,2023-09-05,2023-09-08,PROD-048,4,531.02,0.33,35.74,West,319.2684570010701,Same Day,Cash on Delivery,9,2023,Customer 5,Consumer,India,Product 48,Technology,Phones,Not Returned
ORD-00779,CUST-083,2023-07-21,2023-07-26,PROD-030,1,87.09,0.28,46.97,Central,15.150498810025118,First Class,Debit Card,7,2023,Customer 83,Corporate,USA,Product 30,Technology,Phones,Not Returned
ORD-00780,CUST-078,2023-10-10,2023-10-12,PROD-023,8,383.69,0.17,30.9,Central,295.82673317330523,Standard Class,Net Banking,10,2023,Customer 78,Home Office,UK,Product 23,Technology,Chairs,Not Returned
ORD-00781,CUST-026,2023-10-31,2023-11-04,PROD-042,7,922.35,0.07,10.68,South,836.4451782837232,Same Day,Debit Card,10,2023,Customer 26,Consumer,India,Product 42,Office Supplies,Binders,Not Returned
ORD-00782,CUST-062,2023-08-03,2023-08-04,PROD-044,7,592.76,0.05,31.18,West,531.4265779139234,Same Day,Debit Card,8,2023,Customer 62,Consumer,Germany,Product 44,Technology,Phones,Not Returned
ORD-00783,CUST-004,2023-03-24,2023-03-26,PROD-014,3,547.57,0.42,39.49,Central,297.220654690527,Same Day,Credit Card,3,2023,Customer 4,Home Office,USA,Product 14,Office Supplies,Phones,Returned
ORD-00784,CUST-089,2023-05-13,2023-05-15,PROD-014,4,283.48,0.46,23.29,East,141.4298015258594,Second Class,UPI,5,2023,Customer 89,Corporate,India,Product 14,Office Supplies,Phones,Not Returned
ORD-00785,CUST-042,2023-09-24,2023-09-25,PROD-002,9,381.08,0.32,44.59,Central,228.03619048888703,Same Day,UPI,9,2023,Customer 42,Home Office,Canada,Product 2,Technology,Binders,Not Returned
ORD-00786,CUST-089,2023-06-27,2023-06-29,PROD-037,6,897.44,0.05,34.19,Central,818.6223184017803,First Class,UPI,6,2023,Customer 89,Corporate,India,Product 37,Office Supplies,Storage,Returned
ORD-00787,CUST-018,2023-02-28,2023-03-01,PROD-005,5,673.13,0.2,45.47,East,496.2439756368602,Standard Class,Credit Card,2,2023,Customer 18,Corporate,Canada,Product 5,Furniture,Chairs,Not Returned
ORD-00788,CUST-040,2023-07-09,2023-07-14,PROD-038,3,791.64,0.36,33.06,West,483.6119616670293,Standard Class,Cash on Delivery,7,2023,Customer 40,Home Office,Germany,Product 38,Furniture,Binders,Not Returned
ORD-00789,CUST-072,2023-05-26,2023-05-31,PROD-045,9,465.26,0.39,10.91,South,288.5011552953093,First Class,Cash on Delivery,5,2023,Customer 72,Corporate,India,Product 45,Office Supplies,Storage,Returned
ORD-00790,CUST-039,2023-07-29,2023-08-02,PROD-041,5,637.64,0.06,18.94,South,560.925570871171,Second Class,Net Banking,7,2023,Customer 39,Consumer,Canada,Product 41,Furniture,Chairs,Not Returned
ORD-00791,CUST-014,2023-04-17,2023-04-20,PROD-047,5,263.42,0.0,14.08,South,236.18558692950154,First Class,Cash on Delivery,4,2023,Customer 14,Home Office,USA,Product 47,Technology,Phones,Not Returned
ORD-00792,CUST-032,2023-09-05,2023-09-06,PROD-014,4,711.35,0.36,45.9,East,422.4584410140265,Standard Class,Cash on Delivery,9,2023,Customer 32,Home Office,UK,Product 14,Office Supplies,Phones,Not Returned
ORD-00793,CUST-051,2023-06-14,2023-06-18,PROD-039,4,439.05,0.18,39.22,Central,318.032106442312,First Class,UPI,6,2023,Customer 51,Corporate,UK,Product 39,Technology,Phones,Not Returned
ORD-00794,CUST-038,2023-12-27,2024-01-01,PROD-025,1,453.69,0.13,35.44,West,352.5530921074193,Second Class,Debit Card,12,2023,Customer 38,Home Office,Germany,Product 25,Furniture,Chairs,Not Returned
ORD-00795,CUST-097,2023-12-10,2023-12-13,PROD-020,7,656.34,0.01,18.54,Central,618.6949901300441,Standard Class,Cash on Delivery,12,2023,Customer 97,Consumer,UK,Product 20,Technology,Binders,Returned
ORD-00796,CUST-023,2023-08-21,2023-08-22,PROD-002,9,937.56,0.27,13.28,South,665.5886329845589,Second Class,Cash on Delivery,8,2023,Customer 23,Corporate,USA,Product 2,Technology,Binders,Not Returned
ORD-00797,CUST-063,2023-06-26,2023-06-30,PROD-039,3,82.73,0.43,39.04,Central,-5.907592834238239,First Class,Credit Card,6,2023,Customer 63,Corporate,USA,Product 39,Technology,Phones,Not Returned
ORD-00798,CUST-015,2023-03-12,2023-03-14,PROD-006,2,828.25,0.48,26.34,East,425.2609427273248,Same Day,Net Banking,3,2023,Customer 15,Corporate,Germany,Product 6,Office Supplies,Binders,Not Returned
ORD-00799,CUST-097,2023-09-25,2023-09-28,PROD-017,3,306.54,0.28,15.16,East,205.32443948019426,First Class,Credit Card,9,2023,Customer 97,Consumer,UK,Product 17,Office Supplies,Binders,Not Returned
ORD-00800,CUST-025,2023-11-12,2023-11-13,PROD-025,1,455.04,0.26,32.75,West,303.40009458237284,Second Class,UPI,11,2023,Customer 25,Consumer,Canada,Product 25,Furniture,Chairs,Not Returned
ORD-00801,CUST-017,2023-01-15,2023-01-16,PROD-028,6,41.48,0.04,6.82,West,38.881566751678314,First Class,Debit Card,1,2023,Customer 17,Corporate,USA,Product 28,Technology,Tables,Not Returned
ORD-00802,CUST-097,2023-09-17,2023-09-20,PROD-002,7,315.03,0.27,19.68,South,219.91535169266567,Same Day,Net Banking,9,2023,Customer 97,Consumer,UK,Product 2,Technology,Binders,Returned
ORD-00803,CUST-066,2023-07-27,2023-07-31,PROD-035,2,512.58,0.19,26.09,West,398.55868156554646,Second Class,Credit Card,7,2023,Customer 66,Corporate,USA,Product 35,Furniture,Binders,Not Returned
ORD-00804,CUST-078,2023-04-17,2023-04-22,PROD-037,8,75.05,0.3,11.66,Central,51.61121943907572,First Class,Cash on Delivery,4,2023,Customer 78,Home Office,UK,Product 37,Office Supplies,Storage,Not Returned
ORD-00805,CUST-053,2023-07-08,2023-07-13,PROD-005,6,501.27,0.19,49.31,East,350.41024449209146,Second Class,Cash on Delivery,7,2023,Customer 53,Corporate,USA,Product 5,Furniture,Chairs,Not Returned
ORD-00806,CUST-051,2023-02-08,2023-02-10,PROD-001,4,928.57,0.12,14.41,East,799.7529319504315,Second Class,Net Banking,2,2023,Customer 51,Corporate,UK,Product 1,Furniture,Binders,Not Returned
ORD-00807,CUST-039,2023-10-24,2023-10-29,PROD-040,5,123.29,0.05,10.87,East,113.94581655442275,Standard Class,Cash on Delivery,10,2023,Customer 39,Consumer,Canada,Product 40,Furniture,Chairs,Not Returned
ORD-00808,CUST-051,2023-12-20,2023-12-21,PROD-012,8,769.15,0.16,14.16,West,626.6521093836038,Standard Class,Credit Card,12,2023,Customer 51,Corporate,UK,Product 12,Furniture,Phones,Not Returned
ORD-00809,CUST-070,2023-08-24,2023-08-26,PROD-036,3,421.48,0.05,39.61,East,360.74493367972775,Second Class,Credit Card,8,2023,Customer 70,Consumer,Canada,Product 36,Technology,Chairs,Returned
ORD-00810,CUST-006,2023-03-28,2023-03-31,PROD-045,3,662.07,0.09,24.15,East,582.3213376442483,First Class,Cash on Delivery,3,2023,Customer 6,Consumer,India,Product 45,Office Supplies,Storage,Not Returned
ORD-00811,CUST-067,2023-07-12,2023-07-17,PROD-023,4,275.03,0.49,30.44,East,117.67715082310376,First Class,Cash on Delivery,7,2023,Customer 67,Corporate,India,Product 23,Technology,Chairs,Not Returned
ORD-00812,CUST-007,2023-10-19,2023-10-21,PROD-047,1,176.3,0.22,5.95,South,113.78719037629801,First Class,UPI,10,2023,Customer 7,Home Office,USA,Product 47,Technology,Phones,Not Returned
ORD-00813,CUST-051,2023-05-22,2023-05-26,PROD-031,9,177.25,0.27,6.55,South,129.98995649888943,Same Day,Debit Card,5,2023,Customer 51,Corporate,UK,Product 31,Technology,Storage,Returned
ORD-00814,CUST-072,2023-05-19,2023-05-21,PROD-011,8,89.08,0.44,25.06,West,22.487559421482754,Second Class,Net Banking,5,2023,Customer 72,Corporate,India,Product 11,Technology,Chairs,Not Returned
ORD-00815,CUST-042,2023-06-03,2023-06-07,PROD-010,8,201.93,0.5,41.75,East,66.28957710864381,Second Class,Credit Card,6,2023,Customer 42,Home Office,Canada,Product 10,Technology,Chairs,Not Returned
ORD-00816,CUST-064,2023-07-18,2023-07-23,PROD-003,6,670.93,0.29,44.84,West,439.2896169235482,Same Day,Net Banking,7,2023,Customer 64,Corporate,USA,Product 3,Office Supplies,Chairs,Not Returned
ORD-00817,CUST-015,2023-01-01,2023-01-04,PROD-014,7,884.06,0.41,8.9,East,528.7745506111917,Second Class,UPI,1,2023,Customer 15,Corporate,Germany,Product 14,Office Supplies,Phones,Not Returned
ORD-00818,CUST-029,2023-07-22,2023-07-24,PROD-016,6,817.84,0.16,29.23,East,671.290136476212,Second Class,Credit Card,7,2023,Customer 29,Home Office,UK,Product 16,Office Supplies,Chairs,Returned
ORD-00819,CUST-033,2023-09-20,2023-09-22,PROD-010,9,691.43,0.15,46.1,East,555.0812166261029,Same Day,UPI,9,2023,Customer 33,Corporate,UK,Product 10,Technology,Chairs,Not Returned
ORD-00820,CUST-094,2023-09-25,2023-09-27,PROD-029,3,128.22,0.2,22.46,West,94.5527031916624,Standard Class,UPI,9,2023,Customer 94,Home Office,India,Product 29,Office Supplies,Tables,Not Returned
ORD-00821,CUST-027,2023-01-02,2023-01-07,PROD-010,3,303.4,0.34,42.33,West,160.82778984815945,Second Class,Cash on Delivery,1,2023,Customer 27,Consumer,USA,Product 10,Technology,Chairs,Not Returned
ORD-00822,CUST-036,2023-09-01,2023-09-05,PROD-012,3,323.61,0.34,11.02,East,202.88445087036837,Same Day,Net Banking,9,2023,Customer 36,Corporate,India,Product 12,Furniture,Phones,Not Returned
ORD-00823,CUST-029,2023-07-10,2023-07-12,PROD-030,3,264.96,0.16,47.09,Central,184.20457083178331,First Class,Net Banking,7,2023,Customer 29,Home Office,UK,Product 30,Technology,Phones,Not Returned
ORD-00824,CUST-038,2023-01-08,2023-01-12,PROD-041,9,524.71,0.07,38.81,West,456.4911095143302,Standard Class,Cash on Delivery,1,2023,Customer 38,Home Office,Germany,Product 41,Furniture,Chairs,Not Returned
ORD-00825,CUST-057,2023-12-24,2023-12-26,PROD-001,4,544.84,0.32,47.36,South,320.0405376326174,First Class,Net Banking,12,2023,Customer 57,Home Office,Germany,Product 1,Furniture,Binders,Not Returned
ORD-00826,CUST-097,2023-01-04,2023-01-09,PROD-005,7,369.75,0.06,35.45,West,316.1632340880827,Second Class,Cash on Delivery,1,2023,Customer 97,Consumer,UK,Product 5,Furniture,Chairs,Not Returned
ORD-00827,CUST-027,2023-11-20,2023-11-22,PROD-020,9,366.71,0.29,21.35,East,238.663135332154,Standard Class,Credit Card,11,2023,Customer 27,Consumer,USA,Product 20,Technology,Binders,Not Returned
ORD-00828,CUST-055,2023-03-21,2023-03-26,PROD-008,7,831.98,0.35,47.22,Central,485.0276709153994,Same Day,UPI,3,2023,Customer 55,Corporate,Germany,Product 8,Technology,Storage,Not Returned
ORD-00829,CUST-033,2023-10-25,2023-10-27,PROD-043,9,793.51,0.35,17.4,East,511.28610741376355,Second Class,UPI,10,2023,Customer 33,Corporate,UK,Product 43,Technology,Phones,Not Returned
ORD-00830,CUST-068,2023-10-01,2023-10-04,PROD-012,3,321.64,0.38,19.95,South,180.0187924253009,Same Day,Net Banking,10,2023,Customer 68,Corporate,USA,Product 12,Furniture,Phones,Not Returned
ORD-00831,CUST-086,2023-04-08,2023-04-11,PROD-001,4,915.51,0.44,36.54,West,496.6326825769885,Standard Class,Debit Card,4,2023,Customer 86,Corporate,Germany,Product 1,Furniture,Binders,Not Returned
ORD-00832,CUST-066,2023-05-01,2023-05-03,PROD-020,8,953.76,0.25,39.44,West,659.6250772980015,First Class,UPI,5,2023,Customer 66,Corporate,USA,Product 20,Technology,Binders,Not Returned
ORD-00833,CUST-010,2023-01-06,2023-01-09,PROD-028,6,340.21,0.37,46.82,East,161.9445122715663,Second Class,Cash on Delivery,1,2023,Customer 10,Home Office,UK,Product 28,Technology,Tables,Not Returned
ORD-00834,CUST-005,2023-08-12,2023-08-15,PROD-043,5,367.34,0.31,14.22,East,239.57098836690867,Second Class,Debit Card,8,2023,Customer 5,Consumer,India,Product 43,Technology,Phones,Not Returned
ORD-00835,CUST-074,2023-09-21,2023-09-24,PROD-037,4,515.52,0.09,40.91,South,439.58701097628915,Same Day,Debit Card,9,2023,Customer 74,Corporate,USA,Product 37,Office Supplies,Storage,Not Returned
ORD-00836,CUST-097,2023-11-09,2023-11-12,PROD-047,8,942.3,0.01,38.23,Central,898.6416937260218,Standard Class,UPI,11,2023,Customer 97,Consumer,UK,Product 47,Technology,Phones,Not Returned
ORD-00837,CUST-038,2023-07-12,2023-07-13,PROD-037,1,878.79,0.14,7.87,South,750.9941275418074,Same Day,UPI,7,2023,Customer 38,Home Office,Germany,Product 37,Office Supplies,Storage,Not Returned
ORD-00838,CUST-013,2023-10-27,2023-11-01,PROD-012,9,120.52,0.22,22.43,Central,60.302962074458534,Standard Class,UPI,10,2023,Customer 13,Consumer,Germany,Product 12,Furniture,Phones,Not Returned
ORD-00839,CUST-031,2023-04-17,2023-04-22,PROD-037,1,404.88,0.31,17.72,West,250.0777860277053,Second Class,Cash on Delivery,4,2023,Customer 31,Corporate,USA,Product 37,Office Supplies,Storage,Not Returned
ORD-00840,CUST-047,2023-11-13,2023-11-15,PROD-049,8,562.3,0.42,18.7,Central,310.6590466028991,Standard Class,Debit Card,11,2023,Customer 47,Corporate,India,Product 49,Office Supplies,Tables,Not Returned
ORD-00841,CUST-100,2023-08-26,2023-08-28,PROD-049,4,513.07,0.1,49.23,Central,398.89194006181646,Second Class,Net Banking,8,2023,Customer 100,Consumer,USA,Product 49,Office Supplies,Tables,Not Returned
ORD-00842,CUST-088,2023-07-12,2023-07-17,PROD-044,9,209.99,0.06,33.92,West,158.1518224971067,Standard Class,Cash on Delivery,7,2023,Customer 88,Consumer,UK,Product 44,Technology,Phones,Not Returned
ORD-00843,CUST-052,2023-04-05,2023-04-07,PROD-028,5,861.64,0.48,37.3,West,415.7619732908586,First Class,Credit Card,4,2023,Customer 52,Consumer,Canada,Product 28,Technology,Tables,Returned
ORD-00844,CUST-056,2023-03-26,2023-03-29,PROD-047,3,683.4,0.05,48.95,West,590.4567572772321,Standard Class,UPI,3,2023,Customer 56,Home Office,Germany,Product 47,Technology,Phones,Not Returned
ORD-00845,CUST-015,2023-10-16,2023-10-19,PROD-015,9,841.15,0.24,21.97,South,633.357559623618,First Class,Debit Card,10,2023,Customer 15,Corporate,Germany,Product 15,Furniture,Binders,Not Returned
ORD-00846,CUST-029,2023-09-17,2023-09-22,PROD-006,9,861.59,0.29,41.08,West,582.8882634423788,Standard Class,Cash on Delivery,9,2023,Customer 29,Home Office,UK,Product 6,Office Supplies,Binders,Not Returned
ORD-00847,CUST-008,2023-04-12,2023-04-16,PROD-044,4,753.39,0.27,24.55,East,509.710500016617,Standard Class,Credit Card,4,2023,Customer 8,Corporate,India,Product 44,Technology,Phones,Not Returned
ORD-00848,CUST-005,2023-01-08,2023-01-13,PROD-020,4,450.43,0.04,44.13,West,378.95908756818017,Same Day,Cash on Delivery,1,2023,Customer 5,Consumer,India,Product 20,Technology,Binders,Not Returned
ORD-00849,CUST-029,2023-07-25,2023-07-30,PROD-050,8,618.34,0.03,13.13,West,563.8020275550505,Same Day,Cash on Delivery,7,2023,Customer 29,Home Office,UK,Product 50,Furniture,Storage,Not Returned
ORD-00850,CUST-047,2023-08-05,2023-08-08,PROD-014,2,177.16,0.05,47.65,West,112.82608637451865,Second Class,Net Banking,8,2023,Customer 47,Corporate,India,Product 14,Office Supplies,Phones,Not Returned
ORD-00851,CUST-068,2023-04-25,2023-04-29,PROD-002,9,680.17,0.29,14.84,Central,475.74458476572397,Same Day,Net Banking,4,2023,Customer 68,Corporate,USA,Product 2,Technology,Binders,Not Returned
ORD-00852,CUST-076,2023-07-29,2023-07-31,PROD-009,6,195.67,0.27,19.68,South,119.0201505772514,Standard Class,Cash on Delivery,7,2023,Customer 76,Corporate,USA,Product 9,Technology,Phones,Not Returned
ORD-00853,CUST-045,2023-04-05,2023-04-07,PROD-037,9,700.07,0.12,39.03,West,581.6395724361597,Same Day,Credit Card,4,2023,Customer 45,Consumer,Germany,Product 37,Office Supplies,Storage,Not Returned
ORD-00854,CUST-002,2023-10-18,2023-10-21,PROD-020,8,245.01,0.32,22.72,South,128.66345681718255,Standard Class,Debit Card,10,2023,Customer 2,Consumer,India,Product 20,Technology,Binders,Not Returned
ORD-00855,CUST-027,2023-03-05,2023-03-08,PROD-026,7,135.2,0.41,32.37,East,55.37775254581906,First Class,Debit Card,3,2023,Customer 27,Consumer,USA,Product 26,Technology,Storage,Returned
ORD-00856,CUST-095,2023-03-30,2023-04-04,PROD-029,1,181.98,0.02,25.01,East,147.7793077207165,Standard Class,UPI,3,2023,Customer 95,Consumer,USA,Product 29,Office Supplies,Tables,Not Returned
ORD-00857,CUST-036,2023-05-08,2023-05-09,PROD-001,3,21.95,0.25,38.41,West,-21.825803177170947,Second Class,UPI,5,2023,Customer 36,Corporate,India,Product 1,Furniture,Binders,Not Returned
ORD-00858,CUST-036,2023-01-27,2023-01-29,PROD-035,2,724.36,0.34,15.27,East,461.8788549860694,First Class,Debit Card,1,2023,Customer 36,Corporate,India,Product 35,Furniture,Binders,Not Returned
ORD-00859,CUST-026,2023-05-25,2023-05-28,PROD-006,5,737.75,0.13,7.63,South,621.4970147910772,Second Class,Cash on Delivery,5,2023,Customer 26,Consumer,India,Product 6,Office Supplies,Binders,Returned
ORD-00860,CUST-043,2023-09-13,2023-09-16,PROD-037,5,524.63,0.15,18.5,Central,415.9046566826022,Second Class,Cash on Delivery,9,2023,Customer 43,Home Office,India,Product 37,Office Supplies,Storage,Not Returned
ORD-00861,CUST-027,2023-07-07,2023-07-09,PROD-005,5,178.14,0.31,26.34,West,106.25454469003424,Second Class,Net Banking,7,2023,Customer 27,Consumer,USA,Product 5,Furniture,Chairs,Not Returned
ORD-00862,CUST-069,2023-05-20,2023-05-24,PROD-033,4,101.88,0.45,12.56,East,47.463921575016954,Same Day,Net Banking,5,2023,Customer 69,Corporate,Germany,Product 33,Technology,Binders,Not Returned
ORD-00863,CUST-020,2023-06-10,2023-06-14,PROD-049,5,38.75,0.4,20.97,South,12.780490415534269,Second Class,UPI,6,2023,Customer 20,Corporate,Germany,Product 49,Office Supplies,Tables,Not Returned
ORD-00864,CUST-011,2023-10-22,2023-10-25,PROD-014,3,182.43,0.29,23.0,South,109.77188235502517,First Class,Debit Card,10,2023,Customer 11,Home Office,UK,Product 14,Office Supplies,Phones,Not Returned
ORD-00865,CUST-074,2023-10-12,2023-10-15,PROD-012,1,893.04,0.37,7.58,East,556.465106348092,Standard Class,Cash on Delivery,10,2023,Customer 74,Corporate,USA,Product 12,Furniture,Phones,Not Returned
ORD-00866,CUST-038,2023-09-15,2023-09-19,PROD-042,5,256.71,0.18,31.25,South,161.99209381333233,Second Class,Debit Card,9,2023,Customer 38,Home Office,Germany,Product 42,Office Supplies,Binders,Not Returned
ORD-00867,CUST-006,2023-03-02,2023-03-03,PROD-020,9,367.19,0.32,44.8,South,202.18553303238826,First Class,Credit Card,3,2023,Customer 6,Consumer,India,Product 20,Technology,Binders,Not Returned
ORD-00868,CUST-072,2023-12-24,2023-12-26,PROD-050,9,123.24,0.23,11.83,West,82.79095679596257,Second Class,Debit Card,12,2023,Customer 72,Corporate,India,Product 50,Furniture,Storage,Not Returned
ORD-00869,CUST-023,2023-08-18,2023-08-20,PROD-024,4,237.91,0.09,31.9,South,204.12917198272572,Standard Class,Credit Card,8,2023,Customer 23,Corporate,USA,Product 24,Office Supplies,Phones,Not Returned
ORD-00870,CUST-047,2023-10-03,2023-10-05,PROD-043,3,528.84,0.35,34.91,East,315.7055663209868,First Class,Net Banking,10,2023,Customer 47,Corporate,India,Product 43,Technology,Phones,Not Returned
ORD-00871,CUST-090,2023-09-10,2023-09-13,PROD-034,1,615.6,0.28,23.87,West,434.7226118170953,First Class,Net Banking,9,2023,Customer 90,Consumer,USA,Product 34,Furniture,Chairs,Not Returned
ORD-00872,CUST-046,2023-12-30,2024-01-01,PROD-025,2,260.45,0.18,36.55,East,182.9943770589473,Standard Class,UPI,12,2023,Customer 46,Home Office,Canada,Product 25,Furniture,Chairs,Not Returned
ORD-00873,CUST-012,2023-12-05,2023-12-08,PROD-050,8,76.58,0.46,23.48,Central,10.760167730505207,First Class,Debit Card,12,2023,Customer 12,Home Office,USA,Product 50,Furniture,Storage,Returned
ORD-00874,CUST-090,2023-03-16,2023-03-21,PROD-029,1,403.21,0.01,27.71,East,372.6391421614985,Standard Class,Debit Card,3,2023,Customer 90,Consumer,USA,Product 29,Office Supplies,Tables,Not Returned
ORD-00875,CUST-013,2023-09-28,2023-10-02,PROD-039,8,249.52,0.16,5.33,East,206.62903646264232,First Class,Credit Card,9,2023,Customer 13,Consumer,Germany,Product 39,Technology,Phones,Not Returned
ORD-00876,CUST-062,2023-05-29,2023-05-30,PROD-031,7,235.16,0.03,36.13,West,182.58364430229318,First Class,Net Banking,5,2023,Customer 62,Consumer,Germany,Product 31,Technology,Storage,Not Returned
ORD-00877,CUST-082,2023-01-11,2023-01-12,PROD-047,8,960.67,0.38,34.76,South,557.0115262340709,Standard Class,Credit Card,1,2023,Customer 82,Consumer,Germany,Product 47,Technology,Phones,Not Returned
ORD-00878,CUST-089,2023-08-26,2023-08-27,PROD-043,6,623.97,0.35,6.73,East,396.7928300632283,Standard Class,Net Banking,8,2023,Customer 89,Corporate,India,Product 43,Technology,Phones,Not Returned
ORD-00879,CUST-097,2023-02-05,2023-02-09,PROD-050,9,565.74,0.17,21.57,West,464.05039832565114,First Class,Credit Card,2,2023,Customer 97,Consumer,UK,Product 50,Furniture,Storage,Not Returned
ORD-00880,CUST-060,2023-06-13,2023-06-18,PROD-023,3,427.46,0.34,49.06,Central,212.25619474609016,First Class,Net Banking,6,2023,Customer 60,Home Office,India,Product 23,Technology,Chairs,Returned
ORD-00881,CUST-043,2023-07-08,2023-07-10,PROD-044,4,440.37,0.2,23.93,West,340.42418420716047,Standard Class,Credit Card,7,2023,Customer 43,Home Office,India,Product 44,Technology,Phones,Returned
ORD-00882,CUST-076,2023-05-18,2023-05-21,PROD-038,6,550.09,0.38,27.59,West,304.0978476504062,Same Day,Net Banking,5,2023,Customer 76,Corporate,USA,Product 38,Furniture,Binders,Not Returned
ORD-00883,CUST-100,2023-07-10,2023-07-13,PROD-020,8,702.5,0.23,45.95,South,481.2542081273039,Standard Class,Credit Card,7,2023,Customer 100,Consumer,USA,Product 20,Technology,Binders,Not Returned
ORD-00884,CUST-068,2023-09-12,2023-09-13,PROD-023,5,708.1,0.21,37.28,East,533.9184213003847,First Class,Debit Card,9,2023,Customer 68,Corporate,USA,Product 23,Technology,Chairs,Not Returned
ORD-00885,CUST-005,2023-11-24,2023-11-26,PROD-045,3,188.26,0.47,31.19,Central,75.90678069234382,First Class,UPI,11,2023,Customer 5,Consumer,India,Product 45,Office Supplies,Storage,Not Returned
ORD-00886,CUST-037,2023-07-09,2023-07-11,PROD-016,6,510.11,0.13,40.9,West,415.4408870238119,First Class,Credit Card,7,2023,Customer 37,Home Office,USA,Product 16,Office Supplies,Chairs,Not Returned
ORD-00887,CUST-072,2023-07-19,2023-07-20,PROD-050,4,423.72,0.06,43.9,East,362.4038194754558,Standard Class,UPI,7,2023,Customer 72,Corporate,India,Product 50,Furniture,Storage,Not Returned
ORD-00888,CUST-092,2023-08-07,2023-08-11,PROD-042,9,873.12,0.29,25.56,East,614.9536500173741,First Class,Debit Card,8,2023,Customer 92,Consumer,USA,Product 42,Office Supplies,Binders,Not Returned
ORD-00889,CUST-031,2023-02-18,2023-02-20,PROD-008,3,638.79,0.48,26.38,West,311.3780383694448,Same Day,Debit Card,2,2023,Customer 31,Corporate,USA,Product 8,Technology,Storage,Not Returned
ORD-00890,CUST-009,2023-07-22,2023-07-27,PROD-050,4,541.85,0.19,22.37,East,414.96372623876846,Second Class,Net Banking,7,2023,Customer 9,Home Office,Canada,Product 50,Furniture,Storage,Not Returned
ORD-00891,CUST-051,2023-05-02,2023-05-04,PROD-021,7,133.09,0.03,48.5,West,84.02656377321341,Same Day,UPI,5,2023,Customer 51,Corporate,UK,Product 21,Furniture,Binders,Not Returned
ORD-00892,CUST-029,2023-09-05,2023-09-09,PROD-001,7,613.53,0.17,36.37,West,485.29459128345957,Standard Class,Cash on Delivery,9,2023,Customer 29,Home Office,UK,Product 1,Furniture,Binders,Not Returned
ORD-00893,CUST-078,2023-03-24,2023-03-25,PROD-008,4,134.86,0.25,8.75,West,84.60124674739885,First Class,Net Banking,3,2023,Customer 78,Home Office,UK,Product 8,Technology,Storage,Not Returned
ORD-00894,CUST-040,2023-09-18,2023-09-23,PROD-029,6,350.46,0.08,43.83,Central,272.0743141746862,Standard Class,UPI,9,2023,Customer 40,Home Office,Germany,Product 29,Office Supplies,Tables,Not Returned
ORD-00895,CUST-041,2023-05-07,2023-05-12,PROD-032,3,159.99,0.33,26.63,West,77.47369985402092,Second Class,Credit Card,5,2023,Customer 41,Consumer,Canada,Product 32,Technology,Chairs,Not Returned
ORD-00896,CUST-086,2023-03-02,2023-03-03,PROD-038,6,698.23,0.5,8.09,South,319.97917201234674,Standard Class,Credit Card,3,2023,Customer 86,Corporate,Germany,Product 38,Furniture,Binders,Not Returned
ORD-00897,CUST-011,2023-09-11,2023-09-14,PROD-005,2,222.13,0.23,29.74,East,142.68088408417546,First Class,Debit Card,9,2023,Customer 11,Home Office,UK,Product 5,Furniture,Chairs,Not Returned
ORD-00898,CUST-023,2023-12-02,2023-12-06,PROD-047,8,404.02,0.18,23.77,Central,288.66511296048975,Second Class,Cash on Delivery,12,2023,Customer 23,Corporate,USA,Product 47,Technology,Phones,Not Returned
ORD-00899,CUST-001,2023-02-22,2023-02-25,PROD-022,2,897.76,0.2,44.5,East,674.2385931293263,Second Class,Credit Card,2,2023,Customer 1,Home Office,Germany,Product 22,Furniture,Phones,Not Returned
